Изборна единица,Општина,Избирачко место,Подносител на листа,Освоени гласови
1,АЕРОДРОМ,2700,ТВОЈА,2
1,АЕРОДРОМ,2701,ДПА,0
1,АЕРОДРОМ,2701,ДЕМОКРАТИ,0
1,АЕРОДРОМ,2701,КОАЛИЦИЈА МОЖЕМЕ,130
1,АЕРОДРОМ,2701,ЛЕВИЦА,42
1,АЕРОДРОМ,2701,АА / A,0
1,АЕРОДРОМ,2701,ГЛАС ЗА МАКЕДОНИЈА,4
1,АЕРОДРОМ,2701,ГДУ,5
1,АЕРОДРОМ,2701,ИНТЕГРА,4
1,АЕРОДРОМ,2701,ДУИ,0
1,АЕРОДРОМ,2701,СДУ,3
1,АЕРОДРОМ,2701,ЕДИНСТВЕНА МАКЕДОНИЈА,0
1,АЕРОДРОМ,2701,МОРО,1
1,АЕРОДРОМ,2701,ВМРО - ДПМНЕ и други,116
1,АЕРОДРОМ,2701,ТВОЈА,3
1,АЕРОДРОМ,2702,ДПА,0
1,АЕРОДРОМ,2702,ДЕМОКРАТИ,3
1,АЕРОДРОМ,2702,КОАЛИЦИЈА МОЖЕМЕ,199
1,АЕРОДРОМ,2702,ЛЕВИЦА,36
1,АЕРОДРОМ,2702,АА / A,2
1,АЕРОДРОМ,2702,ГЛАС ЗА МАКЕДОНИЈА,5
1,АЕРОДРОМ,2702,ГДУ,3
1,АЕРОДРОМ,2702,ИНТЕГРА,8
1,АЕРОДРОМ,2702,ДУИ,0
1,АЕРОДРОМ,2702,СДУ,5
1,АЕРОДРОМ,2702,ЕДИНСТВЕНА МАКЕДОНИЈА,1
1,АЕРОДРОМ,2702,МОРО,1
1,АЕРОДРОМ,2702,ВМРО - ДПМНЕ и други,150
1,АЕРОДРОМ,2702,ТВОЈА,5
1,АЕРОДРОМ,2703,ДПА,0
1,АЕРОДРОМ,2703,ДЕМОКРАТИ,0
1,АЕРОДРОМ,2703,КОАЛИЦИЈА МОЖЕМЕ,178
1,АЕРОДРОМ,2703,ЛЕВИЦА,40
1,АЕРОДРОМ,2703,АА / A,0
1,АЕРОДРОМ,2703,ГЛАС ЗА МАКЕДОНИЈА,1
1,АЕРОДРОМ,2703,ГДУ,2
1,АЕРОДРОМ,2703,ИНТЕГРА,9
1,АЕРОДРОМ,2703,ДУИ,2
1,АЕРОДРОМ,2703,СДУ,4
1,АЕРОДРОМ,2703,ЕДИНСТВЕНА МАКЕДОНИЈА,1
1,АЕРОДРОМ,2703,МОРО,1
1,АЕРОДРОМ,2703,ВМРО - ДПМНЕ и други,168
1,АЕРОДРОМ,2703,ТВОЈА,5
1,АЕРОДРОМ,2704,ДПА,0
1,АЕРОДРОМ,2704,ДЕМОКРАТИ,1
1,АЕРОДРОМ,2704,КОАЛИЦИЈА МОЖЕМЕ,217
1,АЕРОДРОМ,2704,ЛЕВИЦА,50
1,АЕРОДРОМ,2704,АА / A,0
1,АЕРОДРОМ,2704,ГЛАС ЗА МАКЕДОНИЈА,6
1,АЕРОДРОМ,2704,ГДУ,2
1,АЕРОДРОМ,2704,ИНТЕГРА,8
1,АЕРОДРОМ,2704,ДУИ,0
1,АЕРОДРОМ,2704,СДУ,0
1,АЕРОДРОМ,2704,ЕДИНСТВЕНА МАКЕДОНИЈА,1
1,АЕРОДРОМ,2704,МОРО,1
1,АЕРОДРОМ,2704,ВМРО - ДПМНЕ и други,128
1,АЕРОДРОМ,2704,ТВОЈА,5
1,АЕРОДРОМ,2705,ДПА,0
1,АЕРОДРОМ,2705,ДЕМОКРАТИ,1
1,АЕРОДРОМ,2705,КОАЛИЦИЈА МОЖЕМЕ,186
1,АЕРОДРОМ,2705,ЛЕВИЦА,38
1,АЕРОДРОМ,2705,АА / A,0
1,АЕРОДРОМ,2705,ГЛАС ЗА МАКЕДОНИЈА,4
1,АЕРОДРОМ,2705,ГДУ,0
1,АЕРОДРОМ,2705,ИНТЕГРА,2
1,АЕРОДРОМ,2705,ДУИ,0
1,АЕРОДРОМ,2705,СДУ,1
1,АЕРОДРОМ,2705,ЕДИНСТВЕНА МАКЕДОНИЈА,1
1,АЕРОДРОМ,2705,МОРО,1
1,АЕРОДРОМ,2705,ВМРО - ДПМНЕ и други,103
1,АЕРОДРОМ,2705,ТВОЈА,3
1,АЕРОДРОМ,2706,ДПА,0
1,АЕРОДРОМ,2706,ДЕМОКРАТИ,0
1,АЕРОДРОМ,2706,КОАЛИЦИЈА МОЖЕМЕ,120
1,АЕРОДРОМ,2706,ЛЕВИЦА,25
1,АЕРОДРОМ,2706,АА / A,0
1,АЕРОДРОМ,2706,ГЛАС ЗА МАКЕДОНИЈА,2
1,АЕРОДРОМ,2706,ГДУ,0
1,АЕРОДРОМ,2706,ИНТЕГРА,5
1,АЕРОДРОМ,2706,ДУИ,0
1,АЕРОДРОМ,2706,СДУ,0
1,АЕРОДРОМ,2706,ЕДИНСТВЕНА МАКЕДОНИЈА,0
1,АЕРОДРОМ,2706,МОРО,1
1,АЕРОДРОМ,2706,ВМРО - ДПМНЕ и други,129
1,АЕРОДРОМ,2706,ТВОЈА,2
1,АЕРОДРОМ,2707,ДПА,0
1,АЕРОДРОМ,2707,ДЕМОКРАТИ,0
1,АЕРОДРОМ,2707,КОАЛИЦИЈА МОЖЕМЕ,127
1,АЕРОДРОМ,2707,ЛЕВИЦА,40
1,АЕРОДРОМ,2707,АА / A,0
1,АЕРОДРОМ,2707,ГЛАС ЗА МАКЕДОНИЈА,4
1,АЕРОДРОМ,2707,ГДУ,1
1,АЕРОДРОМ,2707,ИНТЕГРА,5
1,АЕРОДРОМ,2707,ДУИ,0
1,АЕРОДРОМ,2707,СДУ,3
1,АЕРОДРОМ,2707,ЕДИНСТВЕНА МАКЕДОНИЈА,1
1,АЕРОДРОМ,2707,МОРО,0
1,АЕРОДРОМ,2707,ВМРО - ДПМНЕ и други,110
1,АЕРОДРОМ,2707,ТВОЈА,1
1,АЕРОДРОМ,2708,ДПА,0
1,АЕРОДРОМ,2708,ДЕМОКРАТИ,1
1,АЕРОДРОМ,2708,КОАЛИЦИЈА МОЖЕМЕ,221
1,АЕРОДРОМ,2708,ЛЕВИЦА,68
1,АЕРОДРОМ,2708,АА / A,1
1,АЕРОДРОМ,2708,ГЛАС ЗА МАКЕДОНИЈА,8
1,АЕРОДРОМ,2708,ГДУ,1
1,АЕРОДРОМ,2708,ИНТЕГРА,8
1,АЕРОДРОМ,2708,ДУИ,1
1,АЕРОДРОМ,2708,СДУ,3
1,АЕРОДРОМ,2708,ЕДИНСТВЕНА МАКЕДОНИЈА,2
1,АЕРОДРОМ,2708,МОРО,2
1,АЕРОДРОМ,2708,ВМРО - ДПМНЕ и други,174
1,АЕРОДРОМ,2708,ТВОЈА,4
1,АЕРОДРОМ,2709,ДПА,0
1,АЕРОДРОМ,2709,ДЕМОКРАТИ,2
1,АЕРОДРОМ,2709,КОАЛИЦИЈА МОЖЕМЕ,152
1,АЕРОДРОМ,2709,ЛЕВИЦА,52
1,АЕРОДРОМ,2709,АА / A,0
1,АЕРОДРОМ,2709,ГЛАС ЗА МАКЕДОНИЈА,6
1,АЕРОДРОМ,2709,ГДУ,1
1,АЕРОДРОМ,2709,ИНТЕГРА,16
1,АЕРОДРОМ,2709,ДУИ,1
1,АЕРОДРОМ,2709,СДУ,3
1,АЕРОДРОМ,2709,ЕДИНСТВЕНА МАКЕДОНИЈА,1
1,АЕРОДРОМ,2709,МОРО,6
1,АЕРОДРОМ,2709,ВМРО - ДПМНЕ и други,160
1,АЕРОДРОМ,2709,ТВОЈА,6
1,АЕРОДРОМ,2710,ДПА,0
1,АЕРОДРОМ,2710,ДЕМОКРАТИ,0
1,АЕРОДРОМ,2710,КОАЛИЦИЈА МОЖЕМЕ,190
1,АЕРОДРОМ,2710,ЛЕВИЦА,60
1,АЕРОДРОМ,2710,АА / A,0
1,АЕРОДРОМ,2710,ГЛАС ЗА МАКЕДОНИЈА,3
1,АЕРОДРОМ,2710,ГДУ,2
1,АЕРОДРОМ,2710,ИНТЕГРА,13
1,АЕРОДРОМ,2710,ДУИ,0
1,АЕРОДРОМ,2710,СДУ,3
1,АЕРОДРОМ,2710,ЕДИНСТВЕНА МАКЕДОНИЈА,5
1,АЕРОДРОМ,2710,МОРО,1
1,АЕРОДРОМ,2710,ВМРО - ДПМНЕ и други,204
1,АЕРОДРОМ,2710,ТВОЈА,1
1,АЕРОДРОМ,2711,ДПА,0
1,АЕРОДРОМ,2711,ДЕМОКРАТИ,1
1,АЕРОДРОМ,2711,КОАЛИЦИЈА МОЖЕМЕ,144
1,АЕРОДРОМ,2711,ЛЕВИЦА,74
1,АЕРОДРОМ,2711,АА / A,0
1,АЕРОДРОМ,2711,ГЛАС ЗА МАКЕДОНИЈА,6
1,АЕРОДРОМ,2711,ГДУ,1
1,АЕРОДРОМ,2711,ИНТЕГРА,19
1,АЕРОДРОМ,2711,ДУИ,1
1,АЕРОДРОМ,2711,СДУ,8
1,АЕРОДРОМ,2711,ЕДИНСТВЕНА МАКЕДОНИЈА,0
1,АЕРОДРОМ,2711,МОРО,1
1,АЕРОДРОМ,2711,ВМРО - ДПМНЕ и други,238
1,АЕРОДРОМ,2711,ТВОЈА,4
1,АЕРОДРОМ,2712,ДПА,0
1,АЕРОДРОМ,2712,ДЕМОКРАТИ,1
1,АЕРОДРОМ,2712,КОАЛИЦИЈА МОЖЕМЕ,191
1,АЕРОДРОМ,2712,ЛЕВИЦА,45
1,АЕРОДРОМ,2712,АА / A,0
1,АЕРОДРОМ,2712,ГЛАС ЗА МАКЕДОНИЈА,3
1,АЕРОДРОМ,2712,ГДУ,4
1,АЕРОДРОМ,2712,ИНТЕГРА,6
1,АЕРОДРОМ,2712,ДУИ,0
1,АЕРОДРОМ,2712,СДУ,7
1,АЕРОДРОМ,2712,ЕДИНСТВЕНА МАКЕДОНИЈА,1
1,АЕРОДРОМ,2712,МОРО,0
1,АЕРОДРОМ,2712,ВМРО - ДПМНЕ и други,213
1,АЕРОДРОМ,2712,ТВОЈА,4
1,АЕРОДРОМ,2713,ДПА,0
1,АЕРОДРОМ,2713,ДЕМОКРАТИ,1
1,АЕРОДРОМ,2713,КОАЛИЦИЈА МОЖЕМЕ,204
1,АЕРОДРОМ,2713,ЛЕВИЦА,76
1,АЕРОДРОМ,2713,АА / A,0
1,АЕРОДРОМ,2713,ГЛАС ЗА МАКЕДОНИЈА,3
1,АЕРОДРОМ,2713,ГДУ,4
1,АЕРОДРОМ,2713,ИНТЕГРА,11
1,АЕРОДРОМ,2713,ДУИ,2
1,АЕРОДРОМ,2713,СДУ,7
1,АЕРОДРОМ,2713,ЕДИНСТВЕНА МАКЕДОНИЈА,3
1,АЕРОДРОМ,2713,МОРО,1
1,АЕРОДРОМ,2713,ВМРО - ДПМНЕ и други,188
1,АЕРОДРОМ,2713,ТВОЈА,8
1,АЕРОДРОМ,2714,ДПА,1
1,АЕРОДРОМ,2714,ДЕМОКРАТИ,0
1,АЕРОДРОМ,2714,КОАЛИЦИЈА МОЖЕМЕ,167
1,АЕРОДРОМ,2714,ЛЕВИЦА,46
1,АЕРОДРОМ,2714,АА / A,2
1,АЕРОДРОМ,2714,ГЛАС ЗА МАКЕДОНИЈА,1
1,АЕРОДРОМ,2714,ГДУ,1
1,АЕРОДРОМ,2714,ИНТЕГРА,5
1,АЕРОДРОМ,2714,ДУИ,0
1,АЕРОДРОМ,2714,СДУ,3
1,АЕРОДРОМ,2714,ЕДИНСТВЕНА МАКЕДОНИЈА,0
1,АЕРОДРОМ,2714,МОРО,1
1,АЕРОДРОМ,2714,ВМРО - ДПМНЕ и други,152
1,АЕРОДРОМ,2714,ТВОЈА,3
1,АЕРОДРОМ,2714/1,ДПА,0
1,АЕРОДРОМ,2714/1,ДЕМОКРАТИ,1
1,АЕРОДРОМ,2714/1,КОАЛИЦИЈА МОЖЕМЕ,194
1,АЕРОДРОМ,2714/1,ЛЕВИЦА,40
1,АЕРОДРОМ,2714/1,АА / A,0
1,АЕРОДРОМ,2714/1,ГЛАС ЗА МАКЕДОНИЈА,3
1,АЕРОДРОМ,2714/1,ГДУ,5
1,АЕРОДРОМ,2714/1,ИНТЕГРА,12
1,АЕРОДРОМ,2714/1,ДУИ,4
1,АЕРОДРОМ,2714/1,СДУ,3
1,АЕРОДРОМ,2714/1,ЕДИНСТВЕНА МАКЕДОНИЈА,2
1,АЕРОДРОМ,2714/1,МОРО,1
1,АЕРОДРОМ,2714/1,ВМРО - ДПМНЕ и други,192
1,АЕРОДРОМ,2714/1,ТВОЈА,3
1,АЕРОДРОМ,2715,ДПА,0
1,АЕРОДРОМ,2715,ДЕМОКРАТИ,0
1,АЕРОДРОМ,2715,КОАЛИЦИЈА МОЖЕМЕ,134
1,АЕРОДРОМ,2715,ЛЕВИЦА,44
1,АЕРОДРОМ,2715,АА / A,0
1,АЕРОДРОМ,2715,ГЛАС ЗА МАКЕДОНИЈА,1
1,АЕРОДРОМ,2715,ГДУ,0
1,АЕРОДРОМ,2715,ИНТЕГРА,11
1,АЕРОДРОМ,2715,ДУИ,2
1,АЕРОДРОМ,2715,СДУ,1
1,АЕРОДРОМ,2715,ЕДИНСТВЕНА МАКЕДОНИЈА,0
1,АЕРОДРОМ,2715,МОРО,2
1,АЕРОДРОМ,2715,ВМРО - ДПМНЕ и други,144
1,АЕРОДРОМ,2715,ТВОЈА,6
1,АЕРОДРОМ,2715/1,ДПА,0
1,АЕРОДРОМ,2715/1,ДЕМОКРАТИ,1
1,АЕРОДРОМ,2715/1,КОАЛИЦИЈА МОЖЕМЕ,134
1,АЕРОДРОМ,2715/1,ЛЕВИЦА,55
1,АЕРОДРОМ,2715/1,АА / A,0
1,АЕРОДРОМ,2715/1,ГЛАС ЗА МАКЕДОНИЈА,2
1,АЕРОДРОМ,2715/1,ГДУ,1
1,АЕРОДРОМ,2715/1,ИНТЕГРА,7
1,АЕРОДРОМ,2715/1,ДУИ,0
1,АЕРОДРОМ,2715/1,СДУ,2
1,АЕРОДРОМ,2715/1,ЕДИНСТВЕНА МАКЕДОНИЈА,0
1,АЕРОДРОМ,2715/1,МОРО,0
1,АЕРОДРОМ,2715/1,ВМРО - ДПМНЕ и други,170
1,АЕРОДРОМ,2715/1,ТВОЈА,4
1,АЕРОДРОМ,2716,ДПА,0
1,АЕРОДРОМ,2716,ДЕМОКРАТИ,0
1,АЕРОДРОМ,2716,КОАЛИЦИЈА МОЖЕМЕ,124
1,АЕРОДРОМ,2716,ЛЕВИЦА,47
1,АЕРОДРОМ,2716,АА / A,0
1,АЕРОДРОМ,2716,ГЛАС ЗА МАКЕДОНИЈА,2
1,АЕРОДРОМ,2716,ГДУ,0
1,АЕРОДРОМ,2716,ИНТЕГРА,17
1,АЕРОДРОМ,2716,ДУИ,0
1,АЕРОДРОМ,2716,СДУ,5
1,АЕРОДРОМ,2716,ЕДИНСТВЕНА МАКЕДОНИЈА,1
1,АЕРОДРОМ,2716,МОРО,1
1,АЕРОДРОМ,2716,ВМРО - ДПМНЕ и други,143
1,АЕРОДРОМ,2716,ТВОЈА,5
1,АЕРОДРОМ,2716/1,ДПА,0
1,АЕРОДРОМ,2716/1,ДЕМОКРАТИ,0
1,АЕРОДРОМ,2716/1,КОАЛИЦИЈА МОЖЕМЕ,127
1,АЕРОДРОМ,2716/1,ЛЕВИЦА,49
1,АЕРОДРОМ,2716/1,АА / A,0
1,АЕРОДРОМ,2716/1,ГЛАС ЗА МАКЕДОНИЈА,8
1,АЕРОДРОМ,2716/1,ГДУ,1
1,АЕРОДРОМ,2716/1,ИНТЕГРА,3
1,АЕРОДРОМ,2716/1,ДУИ,2
1,АЕРОДРОМ,2716/1,СДУ,7
1,АЕРОДРОМ,2716/1,ЕДИНСТВЕНА МАКЕДОНИЈА,1
1,АЕРОДРОМ,2716/1,МОРО,0
1,АЕРОДРОМ,2716/1,ВМРО - ДПМНЕ и други,153
1,АЕРОДРОМ,2716/1,ТВОЈА,6
1,АЕРОДРОМ,2717,ДПА,0
1,АЕРОДРОМ,2717,ДЕМОКРАТИ,0
1,АЕРОДРОМ,2717,КОАЛИЦИЈА МОЖЕМЕ,75
1,АЕРОДРОМ,2717,ЛЕВИЦА,26
1,АЕРОДРОМ,2717,АА / A,0
1,АЕРОДРОМ,2717,ГЛАС ЗА МАКЕДОНИЈА,5
1,АЕРОДРОМ,2717,ГДУ,0
1,АЕРОДРОМ,2717,ИНТЕГРА,5
1,АЕРОДРОМ,2717,ДУИ,0
1,АЕРОДРОМ,2717,СДУ,2
1,АЕРОДРОМ,2717,ЕДИНСТВЕНА МАКЕДОНИЈА,0
1,АЕРОДРОМ,2717,МОРО,0
1,АЕРОДРОМ,2717,ВМРО - ДПМНЕ и други,103
1,АЕРОДРОМ,2717,ТВОЈА,1
1,АЕРОДРОМ,2717/1,ДПА,0
1,АЕРОДРОМ,2717/1,ДЕМОКРАТИ,0
1,АЕРОДРОМ,2717/1,КОАЛИЦИЈА МОЖЕМЕ,91
1,АЕРОДРОМ,2717/1,ЛЕВИЦА,22
1,АЕРОДРОМ,2717/1,АА / A,0
1,АЕРОДРОМ,2717/1,ГЛАС ЗА МАКЕДОНИЈА,1
1,АЕРОДРОМ,2717/1,ГДУ,0
1,АЕРОДРОМ,2717/1,ИНТЕГРА,12
1,АЕРОДРОМ,2717/1,ДУИ,2
1,АЕРОДРОМ,2717/1,СДУ,1
1,АЕРОДРОМ,2717/1,ЕДИНСТВЕНА МАКЕДОНИЈА,0
1,АЕРОДРОМ,2717/1,МОРО,1
1,АЕРОДРОМ,2717/1,ВМРО - ДПМНЕ и други,114
1,АЕРОДРОМ,2717/1,ТВОЈА,1
1,АЕРОДРОМ,2718,ДПА,0
1,АЕРОДРОМ,2718,ДЕМОКРАТИ,1
1,АЕРОДРОМ,2718,КОАЛИЦИЈА МОЖЕМЕ,216
1,АЕРОДРОМ,2718,ЛЕВИЦА,66
1,АЕРОДРОМ,2718,АА / A,2
1,АЕРОДРОМ,2718,ГЛАС ЗА МАКЕДОНИЈА,3
1,АЕРОДРОМ,2718,ГДУ,2
1,АЕРОДРОМ,2718,ИНТЕГРА,22
1,АЕРОДРОМ,2718,ДУИ,0
1,АЕРОДРОМ,2718,СДУ,1
1,АЕРОДРОМ,2718,ЕДИНСТВЕНА МАКЕДОНИЈА,0
1,АЕРОДРОМ,2718,МОРО,0
1,АЕРОДРОМ,2718,ВМРО - ДПМНЕ и други,206
1,АЕРОДРОМ,2718,ТВОЈА,8
1,АЕРОДРОМ,2719,ДПА,0
1,АЕРОДРОМ,2719,ДЕМОКРАТИ,0
1,АЕРОДРОМ,2719,КОАЛИЦИЈА МОЖЕМЕ,152
1,АЕРОДРОМ,2719,ЛЕВИЦА,55
1,АЕРОДРОМ,2719,АА / A,0
1,АЕРОДРОМ,2719,ГЛАС ЗА МАКЕДОНИЈА,3
1,АЕРОДРОМ,2719,ГДУ,1
1,АЕРОДРОМ,2719,ИНТЕГРА,12
1,АЕРОДРОМ,2719,ДУИ,0
1,АЕРОДРОМ,2719,СДУ,2
1,АЕРОДРОМ,2719,ЕДИНСТВЕНА МАКЕДОНИЈА,0
1,АЕРОДРОМ,2719,МОРО,3
1,АЕРОДРОМ,2719,ВМРО - ДПМНЕ и други,162
1,АЕРОДРОМ,2719,ТВОЈА,4
1,АЕРОДРОМ,2719/1,ДПА,0
1,АЕРОДРОМ,2719/1,ДЕМОКРАТИ,1
1,АЕРОДРОМ,2719/1,КОАЛИЦИЈА МОЖЕМЕ,163
1,АЕРОДРОМ,2719/1,ЛЕВИЦА,33
1,АЕРОДРОМ,2719/1,АА / A,0
1,АЕРОДРОМ,2719/1,ГЛАС ЗА МАКЕДОНИЈА,1
1,АЕРОДРОМ,2719/1,ГДУ,2
1,АЕРОДРОМ,2719/1,ИНТЕГРА,11
1,АЕРОДРОМ,2719/1,ДУИ,0
1,АЕРОДРОМ,2719/1,СДУ,2
1,АЕРОДРОМ,2719/1,ЕДИНСТВЕНА МАКЕДОНИЈА,0
1,АЕРОДРОМ,2719/1,МОРО,5
1,АЕРОДРОМ,2719/1,ВМРО - ДПМНЕ и други,186
1,АЕРОДРОМ,2719/1,ТВОЈА,1
1,АЕРОДРОМ,2720,ДПА,0
1,АЕРОДРОМ,2720,ДЕМОКРАТИ,0
1,АЕРОДРОМ,2720,КОАЛИЦИЈА МОЖЕМЕ,107
1,АЕРОДРОМ,2720,ЛЕВИЦА,32
1,АЕРОДРОМ,2720,АА / A,0
1,АЕРОДРОМ,2720,ГЛАС ЗА МАКЕДОНИЈА,1
1,АЕРОДРОМ,2720,ГДУ,0
1,АЕРОДРОМ,2720,ИНТЕГРА,5
1,АЕРОДРОМ,2720,ДУИ,2
1,АЕРОДРОМ,2720,СДУ,2
1,АЕРОДРОМ,2720,ЕДИНСТВЕНА МАКЕДОНИЈА,1
1,АЕРОДРОМ,2720,МОРО,0
1,АЕРОДРОМ,2720,ВМРО - ДПМНЕ и други,96
1,АЕРОДРОМ,2720,ТВОЈА,2
1,АЕРОДРОМ,2720/1,ДПА,0
1,АЕРОДРОМ,2720/1,ДЕМОКРАТИ,0
1,АЕРОДРОМ,2720/1,КОАЛИЦИЈА МОЖЕМЕ,103
1,АЕРОДРОМ,2720/1,ЛЕВИЦА,34
1,АЕРОДРОМ,2720/1,АА / A,0
1,АЕРОДРОМ,2720/1,ГЛАС ЗА МАКЕДОНИЈА,6
1,АЕРОДРОМ,2720/1,ГДУ,0
1,АЕРОДРОМ,2720/1,ИНТЕГРА,13
1,АЕРОДРОМ,2720/1,ДУИ,0
1,АЕРОДРОМ,2720/1,СДУ,2
1,АЕРОДРОМ,2720/1,ЕДИНСТВЕНА МАКЕДОНИЈА,4
1,АЕРОДРОМ,2720/1,МОРО,2
1,АЕРОДРОМ,2720/1,ВМРО - ДПМНЕ и други,102
1,АЕРОДРОМ,2720/1,ТВОЈА,2
1,АЕРОДРОМ,2721,ДПА,1
1,АЕРОДРОМ,2721,ДЕМОКРАТИ,1
1,АЕРОДРОМ,2721,КОАЛИЦИЈА МОЖЕМЕ,84
1,АЕРОДРОМ,2721,ЛЕВИЦА,35
1,АЕРОДРОМ,2721,АА / A,0
1,АЕРОДРОМ,2721,ГЛАС ЗА МАКЕДОНИЈА,1
1,АЕРОДРОМ,2721,ГДУ,3
1,АЕРОДРОМ,2721,ИНТЕГРА,5
1,АЕРОДРОМ,2721,ДУИ,0
1,АЕРОДРОМ,2721,СДУ,2
1,АЕРОДРОМ,2721,ЕДИНСТВЕНА МАКЕДОНИЈА,0
1,АЕРОДРОМ,2721,МОРО,1
1,АЕРОДРОМ,2721,ВМРО - ДПМНЕ и други,152
1,АЕРОДРОМ,2721,ТВОЈА,2
1,АЕРОДРОМ,2721/1,ДПА,0
1,АЕРОДРОМ,2721/1,ДЕМОКРАТИ,0
1,АЕРОДРОМ,2721/1,КОАЛИЦИЈА МОЖЕМЕ,98
1,АЕРОДРОМ,2721/1,ЛЕВИЦА,38
1,АЕРОДРОМ,2721/1,АА / A,0
1,АЕРОДРОМ,2721/1,ГЛАС ЗА МАКЕДОНИЈА,5
1,АЕРОДРОМ,2721/1,ГДУ,6
1,АЕРОДРОМ,2721/1,ИНТЕГРА,7
1,АЕРОДРОМ,2721/1,ДУИ,0
1,АЕРОДРОМ,2721/1,СДУ,1
1,АЕРОДРОМ,2721/1,ЕДИНСТВЕНА МАКЕДОНИЈА,0
1,АЕРОДРОМ,2721/1,МОРО,1
1,АЕРОДРОМ,2721/1,ВМРО - ДПМНЕ и други,147
1,АЕРОДРОМ,2721/1,ТВОЈА,0
1,АЕРОДРОМ,2722,ДПА,0
1,АЕРОДРОМ,2722,ДЕМОКРАТИ,0
1,АЕРОДРОМ,2722,КОАЛИЦИЈА МОЖЕМЕ,162
1,АЕРОДРОМ,2722,ЛЕВИЦА,59
1,АЕРОДРОМ,2722,АА / A,1
1,АЕРОДРОМ,2722,ГЛАС ЗА МАКЕДОНИЈА,3
1,АЕРОДРОМ,2722,ГДУ,2
1,АЕРОДРОМ,2722,ИНТЕГРА,11
1,АЕРОДРОМ,2722,ДУИ,0
1,АЕРОДРОМ,2722,СДУ,4
1,АЕРОДРОМ,2722,ЕДИНСТВЕНА МАКЕДОНИЈА,1
1,АЕРОДРОМ,2722,МОРО,3
1,АЕРОДРОМ,2722,ВМРО - ДПМНЕ и други,214
1,АЕРОДРОМ,2722,ТВОЈА,5
1,АЕРОДРОМ,2723,ДПА,1
1,АЕРОДРОМ,2723,ДЕМОКРАТИ,0
1,АЕРОДРОМ,2723,КОАЛИЦИЈА МОЖЕМЕ,143
1,АЕРОДРОМ,2723,ЛЕВИЦА,53
1,АЕРОДРОМ,2723,АА / A,1
1,АЕРОДРОМ,2723,ГЛАС ЗА МАКЕДОНИЈА,1
1,АЕРОДРОМ,2723,ГДУ,2
1,АЕРОДРОМ,2723,ИНТЕГРА,8
1,АЕРОДРОМ,2723,ДУИ,10
1,АЕРОДРОМ,2723,СДУ,8
1,АЕРОДРОМ,2723,ЕДИНСТВЕНА МАКЕДОНИЈА,3
1,АЕРОДРОМ,2723,МОРО,4
1,АЕРОДРОМ,2723,ВМРО - ДПМНЕ и други,256
1,АЕРОДРОМ,2723,ТВОЈА,5
1,АЕРОДРОМ,2724,ДПА,0
1,АЕРОДРОМ,2724,ДЕМОКРАТИ,0
1,АЕРОДРОМ,2724,КОАЛИЦИЈА МОЖЕМЕ,148
1,АЕРОДРОМ,2724,ЛЕВИЦА,31
1,АЕРОДРОМ,2724,АА / A,0
1,АЕРОДРОМ,2724,ГЛАС ЗА МАКЕДОНИЈА,2
1,АЕРОДРОМ,2724,ГДУ,3
1,АЕРОДРОМ,2724,ИНТЕГРА,8
1,АЕРОДРОМ,2724,ДУИ,0
1,АЕРОДРОМ,2724,СДУ,1
1,АЕРОДРОМ,2724,ЕДИНСТВЕНА МАКЕДОНИЈА,1
1,АЕРОДРОМ,2724,МОРО,1
1,АЕРОДРОМ,2724,ВМРО - ДПМНЕ и други,122
1,АЕРОДРОМ,2724,ТВОЈА,0
1,АЕРОДРОМ,2725,ДПА,1
1,АЕРОДРОМ,2725,ДЕМОКРАТИ,0
1,АЕРОДРОМ,2725,КОАЛИЦИЈА МОЖЕМЕ,139
1,АЕРОДРОМ,2725,ЛЕВИЦА,42
1,АЕРОДРОМ,2725,АА / A,0
1,АЕРОДРОМ,2725,ГЛАС ЗА МАКЕДОНИЈА,2
1,АЕРОДРОМ,2725,ГДУ,2
1,АЕРОДРОМ,2725,ИНТЕГРА,11
1,АЕРОДРОМ,2725,ДУИ,0
1,АЕРОДРОМ,2725,СДУ,2
1,АЕРОДРОМ,2725,ЕДИНСТВЕНА МАКЕДОНИЈА,1
1,АЕРОДРОМ,2725,МОРО,0
1,АЕРОДРОМ,2725,ВМРО - ДПМНЕ и други,130
1,АЕРОДРОМ,2725,ТВОЈА,1
1,АЕРОДРОМ,2726,ДПА,0
1,АЕРОДРОМ,2726,ДЕМОКРАТИ,0
1,АЕРОДРОМ,2726,КОАЛИЦИЈА МОЖЕМЕ,105
1,АЕРОДРОМ,2726,ЛЕВИЦА,44
1,АЕРОДРОМ,2726,АА / A,0
1,АЕРОДРОМ,2726,ГЛАС ЗА МАКЕДОНИЈА,3
1,АЕРОДРОМ,2726,ГДУ,4
1,АЕРОДРОМ,2726,ИНТЕГРА,5
1,АЕРОДРОМ,2726,ДУИ,0
1,АЕРОДРОМ,2726,СДУ,0
1,АЕРОДРОМ,2726,ЕДИНСТВЕНА МАКЕДОНИЈА,0
1,АЕРОДРОМ,2726,МОРО,0
1,АЕРОДРОМ,2726,ВМРО - ДПМНЕ и други,79
1,АЕРОДРОМ,2726,ТВОЈА,2
1,АЕРОДРОМ,2727,ДПА,0
